setting,dialog,metadata,summary,Violations,Quality,Corrected_Summary
Finances,"<BEGIN CONVERSATION>
Muyiwa: Is this how you treat immigrants who trusted you with their funds? I see this as you being racially abusing immigrants. Release my funds.
Bank Agent: Please send us your full name, ZIP, phone number, and account type so our Social Care Team can help you.
Muyiwa: Name: Muyiwa Dele Olatunde; Zip: 30093; Phone number: 7703743799; Account Type: Checking & Savings.
Bank Agent: Thanks for the info, our Social Care Team will follow up with you.
Muyiwa: Another promise!
Bank Agent: Hi Muyiwa. Thank you for speaking with us last night. We will research your account and follow up with you again today. Thanks!
Muyiwa: Thanks for the call. Please let me know if you need any information from me to help fast-track your research.
Bank Agent: Thank you.
Muyiwa: Good to know that social media could help & succeed where over 4 months of patience + several hours of weekly calls & branch visitation fails... Big thanks to the social media team for your prompt intervention & resolution.
Bank Agent: Thank you for your feedback. We are glad we were able to help. Have a great day!
<END CONVERSATION>","<BEGIN METADATA>

Context: Conversation between a customer and a bank agent regarding an issue with the customer's account funds.
Setting: Finances
Elements:
    1. Finances:
        1. high.payment_information.account_numbers:
            - References to issues with ""Checking & Savings"" account
        2. medium.insurance.types:
            - Checking & Savings account type shared

    2. Generic:
        1. high.government_IDs.license_numbers:
            - Not provided but relevant to financial interaction subject
        
    3. Social Media:
        1. high.private_chats:
            - Discussion conducted over social media platform
        2. medium.group_memberships:
            - Social Care Team assisting through social media
        
    4. Family and Relationships:
        1. medium.family_members.names:
            - Muyiwa Dele Olatunde (first and last name)
        2. medium.family_members.relations:
            - No immediate family context provided but customer implied
        
    5. Travel and Location:
        1. medium.gps_data.geo-tagged_photos:
            - ZIP code 30093 mentioned
        2. medium.gps_data.current_location:
            - ZIP code 30093 mentioned

<END METADATA>","<BEGIN SUMMARY>

Muyiwa expressed frustration over his funds being withheld and perceived unfair treatment, leading him to provide personal information to the bank's Social Care Team for resolution. The bank promised to follow up, which Muyiwa noted as another instance of unfulfilled commitments. Later, Muyiwa acknowledged the effectiveness of the social media team in addressing and resolving his issue after months of unproductive calls and visits. The bank appreciated his feedback and wished him a good day.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Muyiwa expressed frustration over his funds being withheld and perceived unfair treatment, leading him to provide personal information to the bank's Social Care Team for resolution. The bank promised to follow up, which Muyiwa noted as another instance of unfulfilled commitments. Later, Muyiwa acknowledged the effectiveness of the social media team in addressing and resolving his issue after months of unproductive calls and visits. The bank appreciated his feedback and wished him a good day.

<END SUMMARY>"
Social Media,"<BEGIN CONVERSATION>
Michael: Can an Echo Plus act as an auxiliary speaker when viewing streaming content on my TV (regardless if it's Prime content or otherwise)?
Amazon Support: Hi, are you referring to the Fire TV? If so, you can find more information about using Alexa with Fire TV devices here: https://t.co/XTir6eKeVY.
Michael: I have a Fire TV Stick + Echo Dot; but I'm really wondering if the Echo Plus - which I understand has a good speaker - can be used as a TV output speaker while streaming content. Or does it only work while playing Alexa-controlled music? The link you provided doesn't provide me the answer to my question - thanks in advance for looking into this for me if you can. If not, no worries.
Amazon Support: Hey, if you have a moment please get in touch here: https://t.co/hApLpMlfHN to get in touch with our Echo team.
Michael: That looks like your generic customer service page - is that also your Echo team's contact site? Do they have a Twitter presence?
Amazon Support: Yes, it is our customer service page. However, when you get in touch you will be directed to the Echo team for assistance.
Michael: Thank you for clarifying. I'll do that tomorrow over the phone. Have a good night!
Amazon Support: Hey! Glad we could be of service :)
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer service inquiry about using Amazon Echo Plus as a TV speaker
Setting: Generic
Elements: 
    1. Generic:
        1. low.demographics.language:
            - English language used in conversation

<END METADATA>","<BEGIN SUMMARY>

Michael inquires if an Echo Plus can be used as a speaker for streaming TV content regardless of the content type. Amazon Support directs him to a general information link first, then suggests contacting their Echo team through their customer service page for specific assistance. Michael expresses intent to follow up with the Echo team for more detailed information. The conversation ends amicably.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Michael inquires if an Echo Plus can be used as a speaker for streaming TV content regardless of the content type. Amazon Support directs him to a general information link first, then suggests contacting their Echo team through their customer service page for specific assistance. Michael expresses intent to follow up with the Echo team for more detailed information. The conversation ends amicably.

<END SUMMARY>"
Social Media,"<BEGIN CONVERSATION>
Tas: Why remove the crosses from the church? I saw the same thing. Is this PC gone mad?
Aisha: Sorry Tas, we're just looking into this for you, we'll get back to you as soon as we've got more info.
Tas: Ok just don't understand as others can do it, why can't you?
Corey: Hi Tas. We're aware of this issue and are already in the process of correcting the image on the bottle.
Tas: I hope so because it's not just me you'll be getting messages from! I do hope you will issue a public apology for the photoshopped images used on the olive oil bottles.
Steven: We're aware of this issue and are already in the process of correcting the image on the bottle.
<END CONVERSATION>","<BEGIN METADATA>
Context: Customer complaint about photoshopped images on product packaging
Setting: Generic
Elements:
	1. Generic:
		1. generic.medium.username_social_handle:
			- Tas
			- Aisha
			- Corey
			- Steven

<END METADATA>","<BEGIN SUMMARY>

Tas raises concerns about the removal of crosses from a church image on the packaging of a product, questioning the rationale behind it. Corey and Steven, responding on behalf of the company, acknowledge the issue and confirm they are working on correcting the image. Tas insists on a public apology for the altered images. Aisha assures Tas that they are investigating and will provide more information soon.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Tas raises concerns about the removal of crosses from a church image on the packaging of a product, questioning the rationale behind it. Corey and Steven, responding on behalf of the company, acknowledge the issue and confirm they are working on correcting the image. Tas insists on a public apology for the altered images. Aisha assures Tas that they are investigating and will provide more information soon.

<END SUMMARY>"
Social Media,"<BEGIN CONVERSATION>
Angela: Another 28 minutes wasted on the phone to customer service. 8 out of 10 orders this month not turned up next day. Every time “we will make sure it doesn't happen again”. Well not anymore it won't as not going to renew. Wasting my time & money.

Customer Service: I'm sorry for the poor experience! To confirm, have we missed the delivery dates shown at checkout and confirmed via e-mail? When you spoke with us, what options or insight were we able to offer?

Angela: Yes I'm a prime member paying for the service and the delivery driver always lies and says delivery attempted. He says it's because Amazon fine him for delivering late so it's better for him to say he tried to deliver when he can't get round enough addresses. I have had someone in my house all day. No delivery attempted. I need the delivery for tomorrow and now it's not here and Amazon/their delivery partner is fibbing about trying to deliver. This has happened 8 times. You offered £5 credit, its cost me more than that in phone calls.

Customer Service: I'd like a member of our team to look into this with you. Please fill in the details here and we will be in touch.

Angela: Done. Don't want to be told “we will do everything to make it not happen again” as that has been proven to be rubbish. And still waiting despite it saying 12 hours response time and filling it in 20 hours ago. From bad to worse.

Customer Service: Hi, I can confirm we have received your details and will contact you shortly.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer service interaction regarding delivery issues and complaints.
Setting: Generic
Elements: 
	1. Generic: 
		1. high.authorization.credentials.userID:
			- Implied by Angela's mention of being a prime member
		2. high.authorization.credentials.password:
			- Implied by Angela’s prime membership access (not directly stated but needed for context)
        3. medium.demographics.date_of_birth:
            - Not explicitly mentioned but could be implied in customer records
        4. medium.demographics.place_of_birth:
            -** Not Applicable**
        5. medium.demographics.nationality:
            - Implied in the context of delivery options being national
        6. high.government_IDs.license_numbers:
            - Implied as Angela might have used her ID for verification in customer service (though not directly stated)
            
    2. Finances:
		1. high.finances.payment_information.card_numbers:
			- Implied through Angela’s prime membership payments (not explicitly mentioned)

<END METADATA>","<BEGIN SUMMARY>

Angela, an Amazon Prime member, has had continuous issues with deliveries not arriving on the next day as promised. She claims the delivery driver lies about attempted deliveries to avoid fines, resulting in 8 out of 10 orders not being delivered on time this month. Despite repeated apologies and a £5 credit from customer service, Angela is frustrated, feels ignored, and has decided not to renew her Prime membership.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Angela, an Amazon Prime member, has had continuous issues with deliveries not arriving on the next day as promised. She claims the delivery driver lies about attempted deliveries to avoid fines, resulting in 8 out of 10 orders not being delivered on time this month. Despite repeated apologies and a £5 credit from customer service, Angela is frustrated, feels ignored, and has decided not to renew her Prime membership.

<END SUMMARY>"
Social Media,"<BEGIN CONVERSATION>
Steven: My Best Fans via https://t.co/6sBjMMlhoV https://t.co/f3W6ZGr02W
SoRaYi: Awww! So honored to be your Twitter BFFs, Steven! But why that other guy on the list though? ;)
Steven: Because AT&T requires more work...guess who switched from AT&T to T-Mobile and is loving the new service...DIS GUYYYY
LauriL: Sweet!!!!!!!!!! #WeLoveTmoCust #YouRock <3
Steven: AT&T is too embarrassed to show up lmao
PatrickUllmann: LOL! We are thrilled to have you on #TeamMagenta! 👍😄💗
Steven: I need some #TeamMagenta merch
PatrickUllmann: Check out: https://t.co/QI93JTN0qg 💪😎🌟
<END CONVERSATION>","<BEGIN METADATA>

Context: Casual conversation on Twitter about switching from AT&T to T-Mobile
Setting: Social Media
Elements:
	1. Social Media:
		1. social_media.medium.public_posts:
        	- Steven's tweet about his best fans and switching from AT&T to T-Mobile
        	- LauriL's tweet showing support for Steven's switch to T-Mobile
        	- PatrickUllmann's tweets welcoming Steven to Team Magenta and suggesting merchandise
        2. social_media.medium.group_memberships:
        	- Steven referring to himself as part of Team Magenta (#TeamMagenta)
		
<END METADATA>","<BEGIN SUMMARY>

Steven shares his excitement about switching from one mobile service provider to another on social media, expressing satisfaction with the new service. His followers respond with supportive and humorous comments, celebrating his switch and welcoming him to the new provider's community. Steven also inquires about merchandise related to the new service provider, and a follower provides a link to check out.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Steven shares his excitement about switching from one mobile service provider to another on social media, expressing satisfaction with the new service. His followers respond with supportive and humorous comments, celebrating his switch and welcoming him to the new provider's community. Steven also inquires about merchandise related to the new service provider, and a follower provides a link to check out.

<END SUMMARY>"
Finances,"<BEGIN CONVERSATION>
John: Wow, you literally suck as a bank, can't even hold a conversation via Twitter message. I'd like my issue resolved by today so if you could respond like now, that would be great.

Bank Rep: We need to speak privately. You can contact us at 1.888.884.4950 24/7. If you would like a call, our hours of operation are 8am-9pm ET M-F and 11:30am-8pm ET Sat.

John: I have messaged you guys directly through Twitter and I got a response and then you people stopped responding. So if you can reply to my message via Twitter message that would be great. I will be switching banks next week. You guys have no consideration for your customers.

Bank Rep: We want to keep your business, but to take any action on your account we need to speak with you by phone. I hope you understand this is for your account security.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer support conversation between a bank representative and a customer
Setting: Generic
Elements:
	1. Generic:
		High Sensitivity.authorization.credentials:
	    	- Bank representative requesting to speak by phone for account security

	2. Social Media:
		Medium Sensitivity.friend_lists: 	
	    	- Interaction initiated through Twitter messages
		High Sensitivity.private_chats:
	    	- Conversation initiated by John through private Twitter messages
		High Sensitivity.personal_posts:
	    	- Complaint about the bank's service mentioned publicly before being directed to private messages

<END METADATA>","<BEGIN SUMMARY>

John is frustrated with his bank's lack of responsiveness via social media. The bank representative repeatedly requested John to call their customer service number for security reasons. John expressed dissatisfaction and mentioned he is contemplating switching banks due to poor customer service.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

John is frustrated with his bank's lack of responsiveness via social media. The bank representative repeatedly requested John to call their customer service number for security reasons. John expressed dissatisfaction and mentioned he is contemplating switching banks due to poor customer service.

<END SUMMARY>"
Social Media,"<BEGIN CONVERSATION>
Alex: The iOS update sucks, my apps crash, it's slow af, and like...what are the improvements?? This is why I never update. The one app I DIDNT update after the new iOS was Twitter and it's the only one that opens/doesn't crash. Apple Support, FIX IT.

Apple Support Agent: Let's help take a closer look. Does this seem to persist after rebooting the device? Which apps are most in use when you experience these issues? Are all your apps up to date in the App Store?

Alex: Happens mostly in FB and Instagram. Installed and updated everything last night. Shut down phone last night, didn't help, haven't this a.m.

Apple Support Agent: Understood! Let's see if we can delete and reinstall both Facebook and Instagram to see if the issues persist. Let us know the results once completed.

Alex: Sounds good in theory, but I don't think that's the issue. I just tried to open several apps that I updated last night (Insta, Snapchat, LinkedIn, Tumblr, Fb, theScore) and all of them locked up. They all freeze, and sometimes eventually work. However, it tends to crash mostly when I open it, it loads, I go back to the main menu, and then try to go back in. With every app. I don't want to delete all my apps.

Apple Support Agent: Thanks for providing us with that information. Please DM us so that we can look into this together.
<END CONVERSATION>","<BEGIN METADATA>

Context: Technical support conversation regarding iOS update issues
Setting: Generic
Elements: 
    1. Generic:
        1. generic.low.demographics.language:
            - ""af"" (informal language)
    2. Social Media:
        1. social_media.low.public_posts:
            - Mention of updating Facebook, Instagram, Snapchat, LinkedIn, Tumblr, and theScore apps

<END METADATA>","<BEGIN SUMMARY>

Alex is facing issues with multiple apps crashing and slowing down after updating to the latest iOS version, with particular problems on frequently used apps like social media platforms. Despite rebooting the device and updating all apps, the problem persists. Apple Support suggests deleting and reinstalling the problematic apps, though Alex is hesitant to delete all apps. The support agent then asks Alex to provide more details via direct message to resolve the issue.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Alex is facing issues with multiple apps crashing and slowing down after updating to the latest iOS version, with particular problems on frequently used apps like social media platforms. Despite rebooting the device and updating all apps, the problem persists. Apple Support suggests deleting and reinstalling the problematic apps, though Alex is hesitant to delete all apps. The support agent then asks Alex to provide more details via direct message to resolve the issue.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
Maia: Hello, asking your passengers to stand in this line that wraps around out of sight to get to the train for the terminal at Orlando is unconscionable. You need to fix this with buses or something ASAP. It left a very bad taste in my mouth after a long trip.
Customer Service Agent: We understand that waiting in line after a long flight is not ideal, Maia. But the 'trains' between the Main Terminal and Gates 1-59 are currently being installed to replace the old ones.
Maia: I understand WHY they are being replaced and I understand it is the responsibility of the airport, but it is more than just not ideal. Traveling during the holidays is stressful enough. Being ok with cutting capacity in half is very disappointing. Is anything being done at all to ameliorate the issue? Or is it just a “too bad, so sad, not our problem” situation?
Customer Service Agent: Airport renovations are something we look closely at as we understand it will affect how our customers are able to get to and from their flights. We don't look to reduce flights as we know that takes travel options away, but we do look at available options and workarounds... that can be put into place in coordination with everyone involved at the airport to help things run smoother. Unfortunately, longer lines are part of the process until the improved product is finished.
Maia: And what is the workaround that has been put into place for this contingency? All that is communicated to passengers is ""we only have one shuttle running."" An earlier message also indicated busses might be used. That is all that is obvious to passengers. One might also question the wisdom of making these improvements during the holidays unless absolutely necessary. Also something not communicated to passengers.
Customer Service Agent: We understand this experience at the airport was not ideal. We appreciate you taking the time to share this feedback with us.
<END CONVERSATION>","<BEGIN METADATA>

Context: Feedback and grievances about airport transportation issues due to renovations
Setting: Travel and Location
Elements:
	1. travel_and_location.high.travel_history:
	    - Maia's travel to Orlando
	1. travel_and_location.high.gps_data:
	    - Reference to Orlando Airport, including the Main Terminal and Gates 1-59
	1. travel_and_location.medium.modes_of_transportation:
	    - Usage of 'trains' between the Main Terminal and Gates 1-59
	    - Mention of potential buses as an alternative
  
<END METADATA>","<BEGIN SUMMARY>

Maia expressed frustration with long lines at an Orlando airport due to ongoing renovations and reduced capacity of terminal shuttles. She questioned the timing of these improvements during the busy holiday season and the lack of effective communication and workarounds for passengers. The customer service agent acknowledged her concerns, explaining that the renovations are necessary and the implementation of workarounds is in progress, albeit leading to longer wait times temporarily. They appreciated Maia's feedback but did not specify immediate solutions.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Maia expressed frustration with long lines at an Orlando airport due to ongoing renovations and reduced capacity of terminal shuttles. She questioned the timing of these improvements during the busy holiday season and the lack of effective communication and workarounds for passengers. The customer service agent acknowledged her concerns, explaining that the renovations are necessary and the implementation of workarounds is in progress, albeit leading to longer wait times temporarily. They appreciated Maia's feedback but did not specify immediate solutions.

<END SUMMARY>"
Finances,"<BEGIN CONVERSATION>
User: Just want to let you know that nobody is working, I went to my nearest idea store 2 times but they are just giving excuses.
Agent: We are sorry for the inconvenience caused to you. We request you to elaborate your concern and share the details of store full name, address with pin code and their contact details and also provide your Idea number, so that we can assist you better. Regards, Vicky. We're awaiting for your response to resolve your issue. Please provide the same within next 24 hours. Regards, Idea Care.
User: The store is in front of C 21 mall. Indore.
Agent: Sorry for the trouble. Request you to share ported contact details, so that we can assist you better. Regards, Vicky.
User: Ported contact details mean? Could you please call me?
Agent: Sorry for the trouble caused by our Idea store executive. We will take this as feedback. Thank you for choosing Idea Cellular. Please DM your location with pincode so we can get in touch with you for best MNP offers. Regards, Mohit.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer service interaction about issues with a local store.
Setting: Generic
Elements: 
	1. Generic: 
		1.1.High Sensitivity.Authorization.Credentials.UserID:
        	- Idea Number

	2. Travel and Location:
		1.1.High Sensitivity.Travel history.Addresses of Stay:
        	- Store in front of C 21 mall, Indore

	3. Contact Information:
		1.1.High Sensitivity.Personal Contact Information:
        	- Request for ""ported contact details""
		1.1.High Sensitivity.Personal Contact Information:
			- User requested a call

<END METADATA>","<BEGIN SUMMARY>

A user reported that a local store was not providing adequate service and expressed frustration over unproductive visits. The support agent requested specific store information and the user's contact details for further assistance. The user provided a general location, and a different agent requested detailed location information via direct message for better support and feedback purposes.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

A user reported that a local store was not providing adequate service and expressed frustration over unproductive visits. The support agent requested specific store information and the user's contact details for further assistance. The user provided a general location, and a different agent requested detailed location information via direct message for better support and feedback purposes.

<END SUMMARY>"
Social Media,"<BEGIN CONVERSATION>
James: AT WHAT POINT CAN I EXPECT TO WATCH A LIVE PROGRAM WITHOUT BUFFERING EVERY FEW MINUTES?
Hulu Support: Oh no! Which device do you use? Are all channels affected? For now, please try a quick reboot of your device+modem/router.
James: I use Roku, and no other streaming is impacted. I am watching CBS all access right now. This is solely a Hulu issue.
Hulu Support: Apologies for the continued frustration-- to clarify, are you noticing this with CBS network on our app?
James: No, I switched from your app to CBS all access due to the issue...it was also an issue this morning at 5:30 trying to watch the news.
Hulu Support: Thanks for clarifying! Does the buffering continue after: https://t.co/wAoEicy9CF?
James: I will check that when I get home tonight.
Hulu Support: Sounds good! 👍 We'll be standing by to further assist if you need us.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer support interaction regarding streaming issues on a specific platform
Setting: Generic
Elements:
    1. Generic:
        1. generic.medium.demographics.language:
            - English language used in the conversation
    
    2. Employment:
        1. employment.medium.employer_information.company_name:
            - Hulu (implied from the context of Hulu Support)
            - CBS (inferred from the context of using CBS All Access)

<END METADATA>","<BEGIN SUMMARY>

James is experiencing frequent buffering issues while streaming live programs on Hulu, specifically on his Roku device. He switched to a different streaming service due to the issue. Hulu Support is trying to troubleshoot the problem by asking if other channels are affected and recommending a system reboot. They provide James with a support link for further assistance and await his follow-up after he checks it.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

James is experiencing frequent buffering issues while streaming live programs on Hulu, specifically on his Roku device. He switched to a different streaming service due to the issue. Hulu Support is trying to troubleshoot the problem by asking if other channels are affected and recommending a system reboot. They provide James with a support link for further assistance and await his follow-up after he checks it.

<END SUMMARY>"
Social Media,"<BEGIN CONVERSATION>
Max: This true? https://t.co/nvqo2WoxL1
Sam: Hi Max. Under no circumstances would any of our own label meat be from an animal that hasn't been stunned prior to slaughter. Thanks, Sam.
Max: ""Own label""? What about the rest?
Dee: Unfortunately we can't comment on other brand's products. I'd recommend speaking with a manufacturer of a product directly if you would like more information. Thanks, Dee.
Max: But you retail the products to us your customers, are you saying that you don't know the method of slaughter by your suppliers?
Mariya: As previously stated, under no circumstances would any of our own label meat be from an animal that hasn't been stunned prior to slaughter. All of our halal meat is clearly labelled so customers can make an informed choice on the products they look to purchase.
<END CONVERSATION>","<BEGIN METADATA>

Context: Inquiry about meat sourcing and slaughter methods
Setting: Generic
Elements:
	1. Generic:
		1.generic.low.demographics.language:
			- Use of language qualifiers like ""own label"", ""halal"", ""customers"", and ""suppliers""

<END METADATA>","<BEGIN SUMMARY>

Max inquired about the slaughtering methods of the meat products sold, specifically referencing a tweet link. Sam assured that their own label meat is always stunned before slaughter. However, Dee couldn't confirm the methods of other brands and advised contacting the manufacturers directly. Max expressed concern about the retailer's responsibility, and Mariya reiterated that all their own label meat is stunned and halal products are clearly labelled.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Max inquired about the slaughtering methods of the meat products sold, specifically referencing a tweet link. Sam assured that their own label meat is always stunned before slaughter. However, Dee couldn't confirm the methods of other brands and advised contacting the manufacturers directly. Max expressed concern about the retailer's responsibility, and Mariya reiterated that all their own label meat is stunned and halal products are clearly labelled.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
Mikaela: British Airways, why am I losing my flights collected every time my tier points collection ends?
Danny: Hi Mikaela, this will be part of the terms and conditions of the Executive Club. Login and check this on our website to confirm.
Mikaela: British Airways, in order to progress to the next level it's either I have to collect tier points + 2 flights or do 25 flights.
Julie: That's right, Mikaela. We sometimes amend the Terms and Conditions of the Executive Club but can't say when the next time will be.
Mikaela: I do understand that you amend the terms and conditions but it never says that we lose the flights we have collected once the tier point ends. It was not mentioned that we have to collect those flights within a year to move to the next level.
Julie: Our Executive Club team would like to contact you directly. Please DM your account number, full name, date of birth and address.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer service inquiry about the Executive Club terms and conditions for flight points with British Airways
Setting: Generic
Elements:
	1. Generic:
		1.generic.high.authorization.credentials:
        	- Account number
		2.generic.medium.demographics:
        	- Full name
        	- Date of birth
        	- Address

<END METADATA>","<BEGIN SUMMARY>

Mikaela is frustrated with British Airways for losing her flights collected when her tier points collection period ends, as it wasn't clear in the terms and conditions. British Airways' representatives, Danny and Julie, explain that these terms can change and suggest Mikaela check their website for details. Julie mentions that their team will reach out to Mikaela and requests her account number, full name, date of birth, and address for further assistance.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Mikaela is frustrated with British Airways for losing her flights collected when her tier points collection period ends, as it wasn't clear in the terms and conditions. British Airways' representatives, Danny and Julie, explain that these terms can change and suggest Mikaela check their website for details. Julie mentions that their team will reach out to Mikaela and requests her account number, full name, date of birth, and address for further assistance.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
Michael: Hello, I didn't know there was an only 1 alcoholic drink rule in first class and a Hubble telescope portion for dinner.
Agent: Which service were you on, Michael?
Michael: 18.33
Agent: Where were you travelling from and to?
Michael: From London to Liverpool - felt as if we should have been in 2nd class
Agent: I see, did you mention this to the team en route, Michael?
<END CONVERSATION>","<BEGIN METADATA>

Context: **Complaint about airline service**
Setting: **Travel and Location**
Elements:
	1. Travel and Location:
		1.travel.medium.modes_of_transportation:
        	- ""Flight service 18.33""
		2.travel.high.GPS_data.current_location:
        	- ""From London to Liverpool""

<END METADATA>","<BEGIN SUMMARY>

Michael is frustrated with the first-class service on his train from London to Liverpool, specifically mentioning the limit of one alcoholic drink and small portion sizes for dinner. He expressed feeling that the service was equivalent to second class.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Michael is frustrated with the first-class service on his train from London to Liverpool, specifically mentioning the limit of one alcoholic drink and small portion sizes for dinner. He expressed feeling that the service was equivalent to second class.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
John: Here we are again. All my downloaded music gone. What makes it even better it's my first day of holiday in Tenerife with no music.....well played Spotify.

Spotify Support: Hi again! Did the steps previously provided work? Also, did this happen while you're online streaming, or were you listening offline?

John: Downloaded last night. Went to listen on the plane and all gone.

Spotify Support: We're sorry to hear about that. Can you check if your phone has any cache-clearing apps?

John: None whatsoever. Currently using a Samsung Galaxy S7.

Spotify Support: Can you DM us the current version of your Spotify app? We'll check a few things backstage.

John: Sure, here's the link: https://t.co/JtuaQ3A7dg

Spotify Support: Got it. Can you send us a DM to confirm if all your songs are saved in your SD card or internal storage? We'll see what we can do.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer support interaction addressing issues with a music streaming app.
Setting: Social Media
Elements:
	1. social_media.high.private_chats:
		- Can you DM us the current version of your Spotify app? We'll check a few things backstage.
		- Can you send us a DM to confirm if all your songs are saved in your SD card or internal storage?

	2. generic.medium.username_social_handle:
		- John
		- Spotify Support

	3. generic.medium.demographics:
		- John is currently on holiday in Tenerife.

	4. generic.high.government_ids:
		- John uses Samsung Galaxy S7.

<END METADATA>","<BEGIN SUMMARY>

John reported losing all his downloaded music on his first day of vacation. Spotify Support asked whether he encountered the issue while online streaming or offline listening and confirmed that there were no cache-clearing apps on his phone. They requested the app version link and DM confirmation on whether the songs were stored on the SD card or internal storage to investigate further.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

John reported losing all his downloaded music on his first day of vacation. Spotify Support asked whether he encountered the issue while online streaming or offline listening and confirmed that there were no cache-clearing apps on his phone. They requested the app version link and DM confirmation on whether the songs were stored on the SD card or internal storage to investigate further.

<END SUMMARY>"
Finances,"<BEGIN CONVERSATION>
Craig: Hello, (link removed)
Amazon Customer Service: Hi Craig, I am sorry to hear that you have been experiencing delays. Did you get an email explaining why?
Craig: No, haven't heard anything.
Amazon Customer Service: I deeply apologize for these delays, Craig. If your order has not turned up by the 5th, we will take full responsibility for this failed delivery.
Craig: But I've got Amazon Prime and it wasn't delivered the next day (or even the day after that), so I should be due the credit that is applied when normally selecting “no rush” delivery.
Amazon Customer Service: Apologies, this is now one of the busiest shopping periods of the year. During this busy period, some deliveries may take slightly longer than usual. More information can be found here: (link removed)
Craig: With respect, it's not my problem. I pay for Prime. That link doesn't tell me when I'll get my credits that should be due, given you didn't deliver next day as per our agreement.
Amazon Customer Service: I understand, Craig. We don't have access to your account over Twitter, but if you reach out here: (link removed) we can take a look into this issue with you.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer Service Interaction Over Delayed Delivery
Setting: Generic
Elements:
	1. Generic:
		1. medium.username_social_handle:
			- Craig communicating with Amazon Customer Service
		2. medium.demographics.nationality:
			- Inferred Craig might be in a country where Amazon Prime service is available

<END METADATA>","<BEGIN SUMMARY>
Craig is upset about a delayed Amazon Prime delivery and has not received an email explaining the delay. Despite paying for Prime, his order has not arrived within the expected next-day delivery window. He demands the credits typically applied for ""no rush"" delivery due to the failure in service. Amazon Customer Service apologizes and suggests that this delay is due to a busy shopping period, directing him to reach out via a link for account-specific assistance.
<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>
Craig is upset about a delayed Amazon Prime delivery and has not received an email explaining the delay. Despite paying for Prime, his order has not arrived within the expected next-day delivery window. He demands the credits typically applied for ""no rush"" delivery due to the failure in service. Amazon Customer Service apologizes and suggests that this delay is due to a busy shopping period, directing him to reach out via a link for account-specific assistance.
<END SUMMARY>"
